"This colour naming dataset was collected @colornaming.net and published in Mylonas, D., & MacDonald, L. (2016). Augmenting basic colour terms in English. Color Research & Application, 41(1), 32�42. https://doi.org/10.1002/col.21944",,,,
It is licenced under CC BY-NC (Attribution-NonCommercial): https://creativecommons.org/licenses/by-nc/4.0/deed.en,,,,
Author: Dimitris Mylonas: dimitris.mylonas@nulondon.ac.uk,,,,
,,,,
sample_id,colour_name,R,G,B
42,Taupe,192,170,166
81,dark purple,74,37,54
100,dirty purple,121,86,107
121,pinky purple,178,138,147
164,dark green,59,79,11
184,brown,162,112,62
201,blue,97,124,164
222,mint green,113,191,153
304,moldy green,166,150,30
336,musty yellow,239,197,97
336,orangey-yellow,239,197,97
394,blue,102,118,190
413,mustard,205,173,17
438,yellow,250,232,76
472,peach,237,106,119
502,blue,49,58,163
598,blue,61,0,225
17,black,10,31,33
33,brown,138,119,104
109,dark murky green,131,157,111
109,murky green,131,157,111
111,bluegreen,105,160,138
211,dark skin colour,226,158,146
243,Light yellow,219,238,145
337,yellow,228,201,89
338,light yellow,219,204,86
339,yellow,212,206,86
363,dark blue,24,14,84
366,darkish purple,55,0,69
485,violate,168,131,220
498,light bluegreen,55,230,134
562,pink,239,2,105
598,blue,61,0,225
42,stone,192,170,166
47,light blue,151,181,179
71,bottle green,13,56,44
72,bottle-green,3,56,51
73,dark jade,0,56,59
81,burgundy,74,37,54
173,mauve,84,62,109
174,Purple,91,60,104
187,mustard,136,123,41
212,flesh,225,160,128
263,mauve,77,28,82
302,ochre,183,143,44
310,sea green,69,167,109
442,chartreuse,181,249,111
460,burnt orange,174,56,17
500,lilac,255,172,255
500,lilac,255,172,255
546,coral,255,81,111
588,hyacinth,134,86,255
11,peach white,255,255,255
28,DARK BLUEGREEN,55,75,85
32,pale chocolate,140,117,114
39,bluegrey,119,122,136
48,PALE BLUE,159,178,185
136,pale sky blue,179,205,228
198,tealish,45,133,155
208,dark pink,166,105,121
219,Pale grass,164,184,104
278,DARK YELLOWGREEN,57,109,20
281,dark blue,0,104,149
322,almost sky blue,94,154,203
346,mint,100,223,180
414,dark yellow,195,177,1
414,muddy yellow,195,177,1
436,PINK,247,144,171
471,salmon,234,107,132
544,dark magenta,193,0,102
4,brownish grey,72,72,72
8,light grey,175,175,175
18,Black,12,30,40
25,dark olive,64,75,60
43,soft pink,191,172,154
70,forest green,21,56,38
115,light blue,114,155,172
146,navy blue,0,28,66
250,BABY POWDER BLUE,136,248,241
267,wine,93,18,59
354,light-blue,97,216,255
400,hot pink,179,93,146
423,turquoise,0,199,162
439,yellow,241,235,75
535,red orange,197,0,22
595,dark magenta,149,3,220
39,grey,119,122,136
43,beige,191,172,154
81,dark brownish purple,74,37,54
87,brown,106,97,47
122,warm pink,235,191,191
164,dark olive green,59,79,11
164,olive green,59,79,11
215,ochre,205,171,99
218,khaki,173,181,97
239,orangeish yellow,255,226,146
283,darkish blue,55,98,152
337,yelloworange,228,201,89
340,yellowgreen,200,210,92
467,reddish-purple,152,60,138
475,orange,235,112,66
553,magenta,213,107,217
591,bright magenta,207,33,215
5,grey,97,97,97
7,grey,148,149,148
17,dark green,10,31,33
68,green,47,52,12
142,Aubergine,62,2,32
146,dark blue,0,28,66
278,green,57,109,20
285,bluelilac,99,88,148
391,green,42,141,47
401,pink,187,90,132
453,purple,83,9,103
505,violet,114,29,140
515,blue,125,106,212
567,blue,128,98,235
574,bright pink,234,17,124
598,blue,61,0,225
35,grey,114,126,106
49,grey,172,174,186
72,Green,3,56,51
176,purple,107,54,88
215,yellow,205,171,99
310,green,69,167,109
310,green,69,167,109
318,blue,0,165,185
340,yellow,200,210,92
352,blue,70,220,237
402,pink,191,88,121
438,Yellow,250,232,76
453,purple,83,9,103
526,pink,234,140,237
548,orange,255,88,64
552,lilac,194,115,233
26,teal,57,76,69
121,flesh,178,138,147
191,green,69,136,95
217,yellow,189,177,93
232,blue,163,173,216
272,sienna,155,72,50
291,mauve,148,70,106
361,pale pink,254,180,218
370,red,139,29,30
370,red,139,29,30
402,pink,191,88,121
436,pale pink,247,144,171
489,pink,217,113,175
490,pink,226,110,158
492,yellow,255,189,41
551,purple,178,120,244
54,cream,235,230,196
111,duck egg,105,160,138
132,ice blue,152,214,198
214,peach,217,165,112
249,sea green,139,248,231
262,imperial purple,72,31,86
273,terracotta,151,76,38
311,sea green,50,168,123
370,blood red,139,29,30
437,sunflower yellow,255,228,80
476,dark peach,229,118,46
484,periwinkle,148,137,228
543,fuchsia,187,0,118
553,sugar pink,213,107,217
565,bright red,239,31,29
586,royal-blue,55,32,206
598,blue,61,0,225
3,grey,49,49,49
92,forest green,49,106,97
163,sap green,68,77,0
166,growing-green,7,83,50
210,Peachy,225,158,153
229,bluish,114,185,211
256,rust,98,18,18
265,plum wine,87,22,71
265,wine,87,22,71
269,salmonella,156,69,80
305,safron,157,153,30
328,lavender,181,132,183
347,sicky-green,93,223,189
552,sanskrit,194,115,233
557,hot mama,255,83,147
596,celadene,246,53,254
9,white,202,202,201
14,taupe,33,28,8
52,white,244,225,221
54,white,235,230,196
72,green,3,56,51
78,periwinkleblue,57,43,72
87,grey green,106,97,47
94,sky-blue,48,105,116
257,burgundy,96,23,0
281,Sky blue,0,104,149
411,gold,226,164,51
521,pink,209,68,136
528,pink,255,131,206
556,pink,248,87,163
583,pink,230,86,236
20,black,37,23,40
55,cream,219,234,203
144,brown,64,1,21
224,light blue,100,191,172
242,yellow,229,236,141
277,dark green,79,106,0
343,Green,146,220,136
343,LIGHT GREEN,146,220,136
380,purple,131,29,88
384,tomato red,197,88,87
421,green,28,199,142
468,purple,161,55,126
494,yellow,236,200,0
495,green yellow,179,217,3
504,violet,103,38,147
561,violet,112,7,165
582,purple,207,100,254
48,light blue,159,178,185
76,midnight blue,25,51,75
95,Stormy blue,59,102,121
120,Lilac,172,139,156
159,mud brown,105,62,17
216,khaki-green,196,174,94
233,lilac,182,168,211
236,baby pink,212,160,187
256,burnt-amber,98,18,18
294,coral,210,124,128
427,tropical sea blue,120,178,249
449,turquoise,0,255,235
453,purple,83,9,103
588,blueviolet,134,86,255
166,dark emerald green,7,83,50
178,Burgundy,114,51,74
343,Light green,146,220,136
402,dark rose green,191,88,121
412,caramel yellow,217,168,35
412,mustard,217,168,35
415,mustard green,186,180,0
436,rose,247,144,171
479,green,90,168,0
481,baby blue,0,156,234
515,mauve,125,106,212
524,green,52,202,56
529,eluinase green,161,254,46
561,violet,112,7,165
582,lilac,207,100,254
590,purple,186,58,231
1,blackest ink,0,0,0
95,china blue,59,102,121
105,mushroom,178,142,109
267,light aubergine,93,18,59
304,golden green,166,150,30
305,muted-yellowgreen,157,153,30
307,pop art green,132,159,50
332,cadillac pink,205,125,145
363,midnight blue,24,14,84
441,lime green,212,243,87
487,LIPSTICK PINK,197,121,200
496,ultra lime green,146,223,64
503,mary blue,83,48,156
582,sugar strong lilac pink,207,100,254
585,power pink,255,63,196
1,black,0,0,0
72,bottle green,3,56,51
89,olive,79,104,64
141,pink,231,192,199
159,nutmeg,105,62,17
206,dusky pink,158,107,136
239,primrose,255,226,146
253,maroon,97,14,46
254,chestnut,98,13,37
254,claret,98,13,37
257,chestnut,96,23,0
285,purple blue,99,88,148
346,shell green,100,223,180
420,pea green,68,198,122
502,COBALT,49,58,163
557,barbie pink,255,83,147
568,light-violet,157,88,222
587,purple blue,99,0,194
13,deep brown,42,24,12
174,violet,91,60,104
182,Brown,169,107,78
183,Brown,166,110,70
210,pink,225,158,153
284,blue,82,93,151
307,Green,132,159,50
315,blue,0,168,158
333,ORANGE,255,185,122
344,green,124,222,155
357,light violet,212,191,255
387,orange,191,96,42
420,green,68,198,122
420,green,68,198,122
462,blue,72,90,177
541,deep pink,167,36,151
7,grey,148,149,148
15,black,22,31,20
18,blue,12,30,40
40,Mauve,130,119,131
90,Green,64,106,80
137,white,193,201,228
148,purple,41,16,58
160,Brown,95,67,0
217,yellow,189,177,93
239,yellow,255,226,146
296,peach,212,125,110
306,green,145,156,37
339,yellow,212,206,86
371,red,137,33,16
437,YELLOW,255,228,80
533,Pink,197,0,85
598,Blue,61,0,225
5,grey,97,97,97
26,kaki,57,76,69
127,yellow,212,203,145
173,purple,84,62,109
201,blue,97,124,164
211,coral,226,158,146
235,pink,200,163,200
241,yellow,244,231,139
265,mauve,87,22,71
310,green,69,167,109
316,teal,0,167,167
322,BLUE,94,154,203
380,MAROON,131,29,88
420,green,68,198,122
505,purple,114,29,140
517,Purple,162,93,193
578,blue,112,60,216
30,deep-purple,82,67,83
63,maroon,78,37,38
69,deep green,34,54,26
169,deep turquoise,0,79,110
190,medium green,96,133,69
209,pink,223,158,159
239,sand,255,226,146
296,peach,212,125,110
298,tangerine,209,129,87
311,emerald,50,168,123
323,blue,112,150,204
332,rich pink,205,125,145
342,Lime,166,217,117
373,Ultramarine,54,65,139
439,yellow,241,235,75
443,GREEN,152,253,137
9,light-grey,202,202,201
12,dark maroon,45,21,25
15,Very dark green,22,31,20
27,Teal,53,76,77
27,teal,53,76,77
36,GREY,104,128,118
43,beige,191,172,154
127,beige,212,203,145
138,light grey,206,197,225
354,light blue,97,216,255
362,light pink,255,178,206
380,Warm purple,131,29,88
475,orange,235,112,66
494,yellow,236,200,0
531,Royal blue,41,22,141
56,white,204,237,221
72,dark-green,3,56,51
137,blue,193,201,228
148,Midnight blue,41,16,58
182,Puce,169,107,78
196,turquoise,28,136,136
236,sky blue,212,160,187
327,Blue,170,135,191
360,white,246,182,228
368,magenta,140,22,55
432,white,218,153,218
463,blue,101,82,172
511,red,219,68,53
599,blue,199,9,250
32,light brown,140,117,114
42,Light peach,192,170,166
46,Mint,153,181,169
62,maroon,76,37,46
65,brown,71,42,17
90,grass green,64,106,80
183,orange,166,110,70
204,violet,139,112,154
211,peach,226,158,146
228,sky blue,104,187,207
228,turquoise,104,187,207
295,pink,211,124,120
307,lime-green,132,159,50
308,lime green,112,163,70
420,bright green,68,198,122
476,bright-orange,229,118,46
514,blue,90,115,218
531,blue,41,22,141
34,pale khaki,128,123,98
61,off white,241,225,228
72,dark-forest-green,3,56,51
205,mauve pale,147,110,149
213,ochre,221,163,119
213,Ochre,221,163,119
252,dark maroon,95,16,53
256,maroon,98,18,18
260,dark purple,55,38,96
314,turquoise,0,168,147
328,violet,181,132,183
473,Coral red,238,107,105
509,coral red,219,64,92
540,magenta,157,45,164
567,purple,128,98,235
571,hot pink,205,57,183
13,black,42,24,12
17,dark-grey,10,31,33
162,khaki,83,72,0
225,TURQUOISE,97,191,180
254,Burgundy,98,13,37
257,reddish-brown,96,23,0
351,turquoise,67,222,227
370,light brown,139,29,30
381,magenta,135,26,77
421,yellowish green,28,199,142
421,yellowish green,28,199,142
430,light purple,189,161,237
456,wine,176,45,86
494,yellow,236,200,0
499,YELLOWISH GREEN,0,231,160
506,strong magenta,124,16,133
539,lilac,144,55,175
554,strong pink,226,100,203
73,bluegreen,0,56,59
79,purple,64,40,67
143,maroon,63,1,27
180,pink,171,104,101
186,yellow,143,121,43
220,pale green,149,187,116
228,cyan,104,187,207
267,burgundy,93,18,59
276,brown,133,87,0
427,sky-blue,120,178,249
459,red orange,177,50,43
463,reddish-blue,101,82,172
468,magenta,161,55,126
497,yellowgreen,110,227,99
521,pink,209,68,136
16,black,16,31,26
67,black,57,49,2
128,greenish yellow,201,206,147
223,green,108,191,160
236,light purple,212,160,187
268,red,154,69,88
277,dark-green,79,106,0
279,green,34,111,41
279,Green,34,111,41
319,blue,0,163,193
320,light blue,47,160,198
352,greenish blue,70,220,237
381,MAGENTA,135,26,77
466,purple,142,66,148
478,orange,211,130,0
512,red,214,76,18
580,lighter purple,155,27,193
12,Black,45,21,25
20,black,37,23,40
96,slate grey,74,99,124
133,light greenish blue,151,213,209
167,dark green,0,84,57
271,dark orange,157,70,61
291,ochre,148,70,106
337,saffron,228,201,89
414,yellow,195,177,1
471,peach,234,107,132
503,Bright purple,83,48,156
520,cyan,199,74,156
109,"green with neutral silver , light",131,157,111
141,pink,231,192,199
153,dark violet,58,5,41
153,dark violet,58,5,41
201,Light-bluewith-neutral-silver,97,124,164
237,pink with more white,217,159,178
261,violetblue,66,34,91
265,violetdark,87,22,71
266,violet,90,19,65
300,light orange,199,135,65
314,turquoise,0,168,147
398,light violet,162,100,165
449,turquoise,0,255,235
487,pink with more blue,197,121,200
517,light violet,162,93,193
556,pink harder,248,87,163
79,Black,64,40,67
144,black,64,1,21
152,Black,56,7,45
180,brick,171,104,101
234,pale mauve,190,166,207
291,magenta,148,70,106
314,cyan,0,168,147
355,light cyan,117,213,255
398,lilac,162,100,165
399,mauve,171,96,156
450,royal blue,36,36,122
472,pink,237,106,119
487,light mauve,197,121,200
527,lighter-pink,247,136,222
600,purple,127,0,255
3,dark green,49,49,49
103,flesh,183,138,130
152,dark purple,56,7,45
152,Deep cherry,56,7,45
252,cherry,95,16,53
257,maroon,96,23,0
356,lilac,199,194,255
372,dark cyan,0,73,141
401,cerise,187,90,132
438,lemon yellow,250,232,76
500,lilac,255,172,255
524,light green,52,202,56
527,light magenta,247,136,222
556,bright-pink,248,87,163
15,black,22,31,20
52,pale pink,244,225,221
79,plum,64,40,67
92,sage,49,106,97
102,bubblegum pink,181,138,139
118,lilac,154,144,172
195,bluish green,35,136,130
226,light-cyan,95,190,187
302,dark yellow,183,143,44
326,lilac,160,138,197
336,medium yellow,239,197,97
379,Magenta,125,33,99
379,medium purple,125,33,99
425,turquoise,54,187,244
453,Purple,83,9,103
479,yellowish green,90,168,0
510,orange red,220,65,74
527,fuchsia,247,136,222
19,black,26,27,43
36,Greenish-grey,104,128,118
63,dark chocolate,78,37,38
162,olive green,83,72,0
228,pale blue,104,187,207
345,BLUISH GREEN,108,223,171
345,Bright-green,108,223,171
387,rich brown,191,96,42
400,pale-purple,179,93,146
486,pale violet,181,126,212
522,rich magenta,213,65,122
532,deep violet,68,3,133
559,deep blue,51,48,186
569,Purple,174,79,212
5,grey,97,97,97
70,deep green,21,56,38
101,highly unsaturated lightened brown,127,85,96
142,wine,62,2,32
146,navy-blue,0,28,66
149,deep violet,46,14,55
157,orangey brown,114,56,32
184,Light orange,162,112,62
232,lilac blue,163,173,216
257,deep red,96,23,0
277,yellowy green,79,106,0
294,salmonish pink,210,124,128
313,aqua,15,168,139
355,sky blue,117,213,255
368,reddish pink,140,22,55
436,pink,247,144,171
462,unsaturated royal blue,72,90,177
494,bright yellow,236,200,0
6,dark grey,122,122,122
7,grey,148,149,148
8,lighter grey,175,175,175
26,Dark green,57,76,69
76,dark blue,25,51,75
98,dark purple,104,91,122
115,Grey blue,114,155,172
204,lilac,139,112,154
239,Light yellow,255,226,146
254,dark red,98,13,37
282,middle blue,29,101,151
300,orange,199,135,65
323,light blue,112,150,204
492,warm yellow,255,189,41
537,purple,106,73,193
543,magenta,187,0,118
551,bright lilac,178,120,244
72,deep green,3,56,51
85,brown,125,89,58
87,dirty green,106,97,47
112,pista,100,160,147
139,very light pink,218,194,217
258,Navy-blue,0,49,103
273,deep orange,151,76,38
283,calm-blue,55,98,152
283,deep blue,55,98,152
377,violet,111,43,117
423,fluorescent light green,0,199,162
464,purple,120,76,164
480,green,47,171,52
494,yellow,236,200,0
529,fluorescent green,161,254,46
540,magenta,157,45,164
568,LIGHT PURPLE,157,88,222
592,bright magenta,222,0,197
1,black,0,0,0
154,red,117,51,60
184,light brown,162,112,62
195,Turquoise,35,136,130
269,Puce,156,69,80
280,green,0,113,63
318,cyan,0,165,185
350,cyan,70,223,218
366,dark purple,55,0,69
366,dark purple,55,0,69
384,salmon pink,197,88,87
396,violet,139,108,181
404,light salmon pink,253,143,148
531,purple,41,22,141
543,magenta,187,0,118
562,pink,239,2,105
587,Violet,99,0,194
8,grey,175,175,175
28,dark green,55,75,85
28,dark green,55,75,85
42,light grey,192,170,166
44,light gold,181,176,147
97,dark grey,91,95,125
99,dark purple,114,88,116
106,GOLD,169,146,100
141,light magenta,231,192,199
182,dark orange,169,107,78
216,dark yellow,196,174,94
221,light green,122,190,143
417,dark green,155,188,39
462,blue,72,90,177
466,purple,142,66,148
487,magenta,197,121,200
578,purple,112,60,216
599,bright purple,199,9,250
118,dull purple,154,144,172
136,light grey,179,205,228
195,turquoise,35,136,130
258,navy blue,0,49,103
316,light green,0,167,167
338,simpale yellow,219,204,86
371,chalk brown,137,33,16
426,light blue,94,182,248
439,yellow,241,235,75
481,blue,0,156,234
495,green,179,217,3
528,pink,255,131,206
576,blue,47,0,160
591,Dark pink,207,33,215
19,black,26,27,43
44,pale khaki,181,176,147
75,golden blue,5,53,72
188,light green,120,128,48
201,pale blue,97,124,164
203,purple,131,115,159
227,electric-cyan,98,188,201
300,orange,199,135,65
300,Warm orange,199,135,65
345,electric-bluish-green,108,223,171
426,sky blue,94,182,248
452,golden purple,75,18,108
475,reddish orange,235,112,66
482,Sky blue,72,152,235
491,fuchsia,230,108,145
519,cold fux,189,80,170
5,grey,97,97,97
38,light blue,106,125,134
65,Dark brown,71,42,17
102,pale pink,181,138,139
118,Pale-pink,154,144,172
139,Light pink,218,194,217
147,dark blue,22,23,65
187,brown,136,123,41
241,yellow,244,231,139
274,dark orange,146,80,27
414,yellow,195,177,1
494,strong-yellow,236,200,0
599,pink,199,9,250
26,green,57,76,69
31,purple,89,66,72
137,blue,193,201,228
149,black,46,14,55
177,purple,111,52,81
184,orange,162,112,62
191,GREEN,69,136,95
247,turquoise,150,248,209
278,Green,57,109,20
327,purple,170,135,191
331,PINK,202,126,154
405,pink,255,143,137
477,orange,221,124,21
501,violet,31,0,101
526,pink,234,140,237
547,red,255,84,91
578,Blue,112,60,216
44,light tan,181,176,147
70,dark green,21,56,38
90,greyish green,64,106,80
179,greyish-red,170,104,108
234,pale purple,190,166,207
252,maroon,95,16,53
320,mid blue,47,160,198
326,Pale violet,160,138,197
333,light orange,255,185,122
349,cyan,76,223,207
352,cyan,70,220,237
366,DEEP PURPLE,55,0,69
420,light green,68,198,122
446,Cyan,73,255,200
502,blue,49,58,163
525,lilac,214,148,253
26,Greenish blue,57,76,69
65,dark brown,71,42,17
139,light pink,218,194,217
159,dark brown,105,62,17
183,light brown,166,110,70
254,MAGENTA,98,13,37
268,dark pink,154,69,88
274,brown,146,80,27
306,LEAF-GREEN,145,156,37
352,cyan,70,220,237
369,dark-red,140,24,42
420,light green,68,198,122
421,pale green,28,199,142
488,fluorescent pink,208,117,189
488,Light pink,208,117,189
496,Fluorescent green,146,223,64
538,violet,129,63,183
25,dark green,64,75,60
71,Dark green,13,56,44
75,dark blue,5,53,72
163,olive green,68,77,0
216,green,196,174,94
287,purple,119,82,138
301,Brown,191,139,54
301,light brown,191,139,54
307,green,132,159,50
321,azure,71,157,201
408,salmon,249,150,94
444,light green,119,255,166
462,blue,72,90,177
560,purple,91,32,175
7,grey,148,149,148
110,Moss green,114,159,127
126,Pale yellow,223,199,149
219,pale yellowgreen,164,184,104
221,pale-green,122,190,143
228,sky blue,104,187,207
290,dull purple,142,73,117
336,light yellow,239,197,97
402,rose,191,88,121
402,Rose,191,88,121
437,yellow,255,228,80
474,BISQUE,238,109,88
553,light pink,213,107,217
560,purple,91,32,175
570,magenta,192,68,198
579,grape,139,44,204
8,concrete,175,175,175
12,black,45,21,25
14,Black,33,28,8
23,mud,87,68,55
57,azure,203,236,233
68,Dark green,47,52,12
153,maroon,58,5,41
158,saddle brown,109,59,24
220,leaf,149,187,116
243,yellowgreen,219,238,145
277,olive,79,106,0
351,cyan,67,222,227
377,dark magenta,111,43,117
471,hot pink,234,107,132
482,sky blue,72,152,235
492,Orange,255,189,41
557,deep pink,255,83,147
30,dark aubergine,82,67,83
43,pale beige,191,172,154
103,medium pink,183,138,130
115,cyan,114,155,172
206,light purple,158,107,136
232,light blue,163,173,216
249,light turquoise,139,248,231
258,indigo,0,49,103
303,Mustard,174,147,35
384,bright pink,197,88,87
418,bright lime green,129,193,70
419,light green,104,196,96
467,bright purple,152,60,138
472,BRIGHT-PINK-,237,106,119
485,bright lilac,168,131,220
571,BRIGHT MAGENTA,205,57,183
574,bright fuchsia pink,234,17,124
4,charcoal,72,72,72
13,dark brown,42,24,12
38,Grey,106,125,134
69,olive,34,54,26
195,teal,35,136,130
196,dark turquoise,28,136,136
232,powder blue,163,173,216
241,pale lemon,244,231,139
383,dark coral,196,87,99
397,light purple,150,104,174
422,JADE GREEN,0,199,152
449,light turquoise,0,255,235
449,turquoise,0,255,235
458,pinky red,178,47,57
472,coral,237,106,119
566,Cornflower blue,77,109,247
577,blue,60,75,229
62,grey forest green,76,37,46
75,teal,5,53,72
76,turquoise,25,51,75
109,mint-green,131,157,111
120,lilac,172,139,156
193,aquarian green,53,137,110
237,light lilac,217,159,178
284,sky blue,82,93,151
324,dark lilac,133,146,203
364,Deep sea blue,40,7,78
366,navy blue,55,0,69
481,baby blue,0,156,234
490,dark powder pink,226,110,158
493,tainted yellow,250,194,14
532,chelsea blue,68,3,133
544,serise,193,0,102
16,black,16,31,26
33,khaki,138,119,104
106,khaki,169,146,100
154,grey,117,51,60
165,green,45,81,26
185,brown,150,118,48
200,turquoise,85,126,163
271,red,157,70,61
323,Blue,112,150,204
338,yellow,219,204,86
372,violet,0,73,141
372,violet,0,73,141
490,purple,226,110,158
515,pink,125,106,212
523,orange,255,147,0
70,green,21,56,38
109,grey,131,157,111
145,maroon,64,4,3
190,green,96,133,69
205,lilac,147,110,149
223,cyan,108,191,160
227,pale blue,98,188,201
232,light  blue,163,173,216
244,white,200,242,158
330,lilac,195,128,166
356,white,199,194,255
380,purple,131,29,88
393,blue,67,124,192
396,mauve,139,108,181
409,Peach,242,154,79
523,yellow,255,147,0
559,blue,51,48,186
5,grey,97,97,97
29,grey,69,71,88
76,navy,25,51,75
133,pale turquoise,151,213,209
212,skin colour,225,160,128
357,pale pink white,212,191,255
390,green,74,138,11
440,pale yellow,227,239,79
444,Turquoise,119,255,166
499,bluey-green,0,231,160
514,pale blue,90,115,218
526,pink,234,140,237
70,bottle green,21,56,38
81,purple,74,37,54
113,turquoise,98,159,158
123,rose,238,191,181
145,claret,64,4,3
273,orange,151,76,38
295,Ros?ü,211,124,120
304,mustard,166,150,30
477,orange,221,124,21
486,mauve,181,126,212
496,green,146,223,64
559,blue,51,48,186
591,fuchsia,207,33,215
592,fuchsia,222,0,197
22,brown,91,66,63
67,olive green,57,49,2
85,brown,125,89,58
101,purple,127,85,96
206,pinky purple,158,107,136
215,Mustard,205,171,99
327,lilac,170,135,191
340,yellowy-green,200,210,92
353,blue,81,218,249
396,purple,139,108,181
474,orange red,238,109,88
504,purple,103,38,147
561,purple,112,7,165
576,blue,47,0,160
26,dark green,57,76,69
36,mold,104,128,118
42,light grey,192,170,166
71,black,13,56,44
71,grey,13,56,44
166,green,7,83,50
173,purple,84,62,109
174,Purple,91,60,104
186,brown,143,121,43
238,sicky pink,220,158,172
256,browny red,98,18,18
410,orange,235,159,65
412,mustard,217,168,35
535,red,197,0,22
567,purple,128,98,235
101,light maroon,127,85,96
105,mid brown,178,142,109
136,lilaclight blue,179,205,228
155,maroon,117,51,53
235,cool pink,200,163,200
350,cyan,70,223,218
352,light cyan,70,220,237
377,violet,111,43,117
404,salmon,253,143,148
404,salmon-pink,253,143,148
411,yellow,226,164,51
421,mid green,28,199,142
426,Light blue,94,182,248
476,orange,229,118,46
497,appale,110,227,99
68,khaki,47,52,12
88,Light khaki,95,101,51
106,Taupe,169,146,100
124,pastel rose,238,192,169
140,pale lilac,225,193,208
146,royal blue,0,28,66
187,khaki,136,123,41
217,beige,189,177,93
247,Mint green,150,248,209
282,petrol blue,29,101,151
297,flesh pink,211,126,98
342,pastel green,166,217,117
378,purple,118,39,110
472,rose,237,106,119
544,fuchsia,193,0,102
3,mid grey,49,49,49
17,charcoal,10,31,33
31,soft plum,89,66,72
40,Grey,130,119,131
66,brown,65,46,7
77,navy,44,47,76
130,aqua green,165,213,177
146,navy,0,28,66
149,violet,46,14,55
160,toffee,95,67,0
240,HONEY,250,229,141
358,light-lilac,222,188,249
392,blue,29,128,191
431,light lilac,201,158,230
434,pink,236,147,196
495,citrus yellow,179,217,3
569,lilac,174,79,212
21,aubergine,43,22,33
65,mud brown,71,42,17
85,brown,125,89,58
129,pale lime,183,211,159
182,clay,169,107,78
199,teal,59,131,159
217,cement,189,177,93
285,light indigo,99,88,148
304,mustard,166,150,30
359,flesh,238,184,237
398,lilac,162,100,165
407,peach,253,146,108
485,mauve,168,131,220
516,lilac,148,99,202
562,fuchsia,239,2,105
40,mauve,130,119,131
62,burgundy,76,37,46
124,FLESH,238,192,169
186,cadmium,143,121,43
224,sea foam,100,191,172
227,skylight,98,188,201
257,brick,96,23,0
270,Hot,157,69,70
317,cyan,0,166,177
320,cyan,47,160,198
322,power blue,94,154,203
339,canary,212,206,86
380,magenta,131,29,88
528,geranium,255,131,206
528,pink,255,131,206
530,mint,112,255,99
539,fuchsia,144,55,175
565,high red,239,31,29
4,CHARCOAL,72,72,72
68,olive green,47,52,12
92,hunter green,49,106,97
126,cream,223,199,149
168,Hunter green,0,84,63
168,olive green,0,84,63
169,medium blue,0,79,110
185,ochre,150,118,48
223,sky-blue,108,191,160
256,cinnabar,98,18,18
302,Orange,183,143,44
325,lilac,148,142,200
426,baby blue,94,182,248
455,purple,95,0,91
480,citron green,47,171,52
122,light pink,235,191,191
192,green,59,137,104
218,mustard,173,181,97
218,yellow,173,181,97
233,blue,182,168,211
362,pink,255,178,206
420,green,68,198,122
421,green,28,199,142
435,Pink,243,145,181
452,purple,75,18,108
468,purple,161,55,126
510,red,220,65,74
599,purple,199,9,250
11,cream,255,255,255
15,olive green,22,31,20
18,cyan,12,30,40
38,Grey,106,125,134
57,appale green,203,236,233
72,BOTTLE GREEN,3,56,51
101,rose,127,85,96
179,salmon pink,170,104,108
181,terracotta,171,105,95
193,green,53,137,110
232,light blue,163,173,216
252,burgundy,95,16,53
331,pink,202,126,154
353,blue,81,218,249
376,Purple,103,48,123
487,lavender,197,121,200
535,red,197,0,22
556,pink,248,87,163
21,dark purple,43,22,33
144,maroon,64,1,21
292,Dark pink,152,69,97
308,dark green,112,163,70
352,turquoise,70,220,237
363,dark blue,24,14,84
387,dark orange,191,96,42
440,lime yellow,227,239,79
475,dark orange,235,112,66
478,orange,211,130,0
486,light purple,181,126,212
496,Lime green,146,223,64
496,lime green,146,223,64
524,green,52,202,56
537,purple,106,73,193
586,blue,55,32,206
13,Black,42,24,12
29,grey,69,71,88
65,brown,71,42,17
98,periwinkle,104,91,122
122,peach,235,191,191
175,purple,97,57,100
209,pink,223,158,159
233,lilac,182,168,211
272,red,155,72,50
353,blue,81,218,249
364,blue,40,7,78
368,red,140,22,55
423,green,0,199,162
446,turquoise,73,255,200
466,purple,142,66,148
488,pink,208,117,189
600,blue,127,0,255
33,poo brown,138,119,104
39,dark grey,119,122,136
50,warm grey,182,172,182
80,dark brown,70,39,60
229,baby blue,114,185,211
382,red,194,88,110
387,orangey red,191,96,42
418,bright green,129,193,70
430,lilac,189,161,237
459,red,177,50,43
466,mauve,142,66,148
477,bright orange,221,124,21
479,green,90,168,0
492,orangey yellow,255,189,41
497,bright green,110,227,99
589,warm purple,167,71,244
1,black,0,0,0
8,mid grey,175,175,175
20,DARK PURPLE,37,23,40
31,Faded crimson,89,66,72
42,very light pink,192,170,166
55,light pastel green,219,234,203
71,teal,13,56,44
135,light sky blue,163,209,225
183,Pink tan,166,110,70
184,tan,162,112,62
203,mauve,131,115,159
371,brown red,137,33,16
393,mid blue,67,124,192
400,magenta,179,93,146
414,dark yellow,195,177,1
423,aqua green,0,199,162
494,strong yellow,236,200,0
494,yellow,236,200,0
551,violet,178,120,244
8,grey,175,175,175
10,light grey,229,229,229
89,dark green,79,104,64
119,Pale pink,165,141,165
